,id,name,latitude,longitude,number_of_bikes
233,40ab7c6b1ff67603bd8bd2a3a83a4f7b,Yonge St / St. Clair Ave,43.68850460000001,-79.39416076812287,19
234,40e171b076eee2cc9b8405f394f0ace7,Simcoe St / Dundas St W,43.655103,-79.389295,20
235,41466727730d71a0286376ef3675d282,Front St W / Simcoe St,43.6442,-79.38702,27
236,419d42f093b90ba03bd31b21039ff5f0,Mill St / Tannery Rd,43.652219,-79.354455,27
237,41b880ed1fe29761e25d4e3a492b563d,Dundas St E / George St,43.6574766,-79.373446,25
238,41c3e6d3bf3bd993e7d56e22084ab5ee,Front St W / Yonge St (Hockey Hall of Fame),43.646144,-79.377962,47
239,41ead9c9a4a83459161794bfb1894c07,Church St / Lombard St,43.651678,-79.375233,17
240,422a936ddcb551dd9f26ec313a450057,Augusta Ave / Denison Sq,43.653766,-79.4016759,15
241,427a1106d58263dd1af25b459ea419b1,Grenoble Dr / Deauville Ln,43.71649675774656,-79.33089439933623,15
242,42fd6840fd4d296944709870c6b07d83,St. John's Rd / Dundas St W,43.66526761605873,-79.47502122887077,15
243,4334c988ef1798a678b8c1f7278cbc63,Millwood Rd / Southvale Dr,43.70241717215276,-79.36175932936095,15
244,438406694750984faa317bc6b1f3f909,Dundas St E / Broadview Ave,43.662365,-79.351104,19
245,43e5df21054d20adc56c6aa3544b5980,Dundas St W / Edna Ave,43.657192,-79.452559,15
246,44bdbe8a2ac75fbe4cc0edf41fe1d4fa,Frobisher Ave / Lascelles Blvd,43.696708,-79.40045,19
247,44d245c021bcfb69fed5e4b088d60dd5,Eastgate Cres / Pharmacy Ave ,43.7110442448186,-79.29127313845584,14
248,44e60e088e0130eb438a3c64cd6074e8,St. Andrew's Playground Park,43.646552,-79.399586,11
249,4504736e6ccb393e9f89000f91479688,Roxton Rd / Harbord St,43.65905,-79.422988,10
250,452241fc4e912119f006a20b4b0099cf,Ossington Ave / College St,43.6544915,-79.422634,11
251,452b30fbf0fc84eedbd3a7723bdafea0,Sixth St / Lake Shore Blvd W,43.60116229109828,-79.50416046627045,15
252,455237ee758de316844bd61287671f23,Dufferin St / Queen St W,43.64309687937765,-79.42875613770637,15
253,4554bff3fec1ef83e9013637ec3e95e3,Yonge St / Sheppard Ave E,43.76128605777495,-79.41071644205269,18
254,45be3a2b4a327ff6abac542ddc406738,Davenport Rd / Bathurst St,43.676667,-79.416111,15
255,46bdd4a2b7715a9e32917b830777f17f,Havelock St / Dufferin Park,43.657343,-79.43112,19
256,46fbf9a39e05b9dc59aa953a0b867ab2,Bellamy Rd N / The Meadoway,43.76507271818177,-79.23835381614684,15
